Gene	number_of_undetected_samples	chi^2	pvalue	BH-corrected P-value	Bonferroni-corrected P-value
TSTD2	10	3.2432088691908776	0.9751072810654332	1.0	1.0
COG6	0	9.582709473107842	0.9751230279295394	1.0	1.0
DDX56	0	9.58256910451491	0.9751251645606148	1.0	1.0
CHD9	10	3.23796023316791	0.9752563869386266	1.0	1.0
LAS1L	0	9.566892004612516	0.9753629667718707	1.0	1.0
SRP72	0	9.561846690799161	0.9754391493865301	1.0	1.0
MIS12	0	9.56073847669567	0.9754558603640344	1.0	1.0
IRF2BPL	0	9.55811491997983	0.9754953889222049	1.0	1.0
ARFGEF2	0	9.556214384228195	0.9755239952913336	1.0	1.0
SLC35A2	0	9.555618343682584	0.9755329617923439	1.0	1.0
PLEKHA5	0	9.553775034438647	0.9755606765661763	1.0	1.0
SAP30BP	0	9.551635303030833	0.9755928198375841	1.0	1.0
WASH2P;WASH3P;WASH1	0	9.542158419870326	0.975734817259173	1.0	1.0
N4BP2	0	9.540879717944733	0.9757539311673556	1.0	1.0
RAD21	0	9.540519466709691	0.9757593142108504	1.0	1.0
INTS7	0	9.538990618650702	0.9757821494131331	1.0	1.0
CDK5RAP3	0	9.538038043190296	0.9757963694577977	1.0	1.0
GID8	0	9.537802963611583	0.9757998778010514	1.0	1.0
WDR89	0	9.534435466705736	0.9758500944010349	1.0	1.0
KIAA1191	0	9.533033485501006	0.975870978826778	1.0	1.0
ATP6V1B2	0	9.532023077799876	0.9758860221700681	1.0	1.0
BTG1	10	3.2148960622407987	0.975904806663932	1.0	1.0
COPS7A	0	9.528211987781342	0.9759427024290166	1.0	1.0
PAK4	0	9.526354952524175	0.9759702863265783	1.0	1.0
EMD	0	9.525403143031573	0.975984415418706	1.0	1.0
RPP25L	0	9.524319443607522	0.9760004950632605	1.0	1.0
DNAJB12	0	9.524287092569317	0.9760009749602175	1.0	1.0
PARK7	0	9.522139028325594	0.9760328240005526	1.0	1.0
TMEM131	0	9.518448871225432	0.9760874663730561	1.0	1.0
YTHDF2	0	9.517938005582264	0.9760950239922256	1.0	1.0
PRKAR1A	0	9.51773018703936	0.9760980979158024	1.0	1.0
DNAJC8	0	9.517530384982734	0.9761010529960752	1.0	1.0
TCTN3	10	3.20777616749497	0.9761027417499492	1.0	1.0
VTI1A	0	9.511132115398897	0.9761955446058332	1.0	1.0
CSK	0	9.51071659273688	0.9762016718514583	1.0	1.0
BCL2L1	0	9.510556461235915	0.9762040328274043	1.0	1.0
XRN2	0	9.505202942017979	0.9762828679391327	1.0	1.0
IARS	0	9.500535829570106	0.9763514414344744	1.0	1.0
SELT	0	9.496799415741968	0.9764062371698377	1.0	1.0
TSEN15	10	3.1961788886119598	0.9764229023095052	1.0	1.0
KDM5A	0	9.493099428101015	0.9764604084551147	1.0	1.0
AGFG2	0	9.492921802844405	0.9764630067974182	1.0	1.0
TRIM26	0	9.48960433383374	0.97651149749307	1.0	1.0
HERC4	0	9.488493575016003	0.9765277170941016	1.0	1.0
SF3A2	0	9.485305246751759	0.9765742290591686	1.0	1.0
VPS33B	0	9.48429757940861	0.9765889152754436	1.0	1.0
IMP4	0	9.476270349768168	0.9767056707959727	1.0	1.0
INO80E	10	3.184327444152233	0.9767472093906447	1.0	1.0
CLEC11A	10	3.1767210133008232	0.9769538295350368	1.0	1.0
EMC3	0	9.453813208184425	0.9770300757933039	1.0	1.0
SUGT1	0	9.453778873792375	0.977030569258698	1.0	1.0
LMAN1	0	9.45105906598971	0.9770696349224762	1.0	1.0
MSH3	0	9.44358032344396	0.9771768075308639	1.0	1.0
MLX	0	9.439862714152527	0.977229947058032	1.0	1.0
HMBS	0	9.43979818754617	0.9772308686113006	1.0	1.0
MRPL19	0	9.432329259617482	0.9773373559486567	1.0	1.0
NFATC2IP	0	9.43158496734817	0.9773479478374452	1.0	1.0
TRIM35	10	3.1607592273823677	0.9773835484004325	1.0	1.0
CHMP6	0	9.41309556712185	0.9776099195204347	1.0	1.0
RPS28	0	9.412957098085409	0.9776118731420241	1.0	1.0
HGSNAT	0	9.410475311588492	0.9776468670658726	1.0	1.0
ATP8B1	0	9.398979723951589	0.9778084419177456	1.0	1.0
OMA1	0	9.398756761593313	0.9778115673515605	1.0	1.0
KMT2D	0	9.395829486178036	0.9778525716420841	1.0	1.0
PET117	10	3.130979050112636	0.9781713465065774	1.0	1.0
ALG3	0	9.369914981256919	0.9782131823782974	1.0	1.0
UNC13B	0	9.36826585063348	0.9782359856314774	1.0	1.0
CISD2	0	9.368154310559541	0.9782375273197091	1.0	1.0
AAGAB	0	9.363050058306294	0.9783079927124831	1.0	1.0
PIGU	0	9.360537493170407	0.9783426183911813	1.0	1.0
LARS	0	9.358732471662224	0.9783674686372286	1.0	1.0
TRMU	0	9.358298993441434	0.9783734333727995	1.0	1.0
SIRT6	10	3.1225666013374833	0.9783906152308953	1.0	1.0
MIER1	0	9.350049108709394	0.9784867258202923	1.0	1.0
LAMTOR1	0	9.347794912051462	0.97851760672631	1.0	1.0
PIGS	0	9.345376332333553	0.9785507037581673	1.0	1.0
TPRN	0	9.335039870559916	0.9786917357639869	1.0	1.0
PPP2R1B	0	9.32222192445315	0.9788656881995633	1.0	1.0
SMARCE1	0	9.321849193207733	0.9788707310409271	1.0	1.0
EIF4G2	0	9.311521618386939	0.9790101095864149	1.0	1.0
YME1L1	0	9.31139964591331	0.9790117516923077	1.0	1.0
NAB2	0	9.308083275618978	0.9790563639252569	1.0	1.0
TMEM184C	0	9.30402211015417	0.9791109012245893	1.0	1.0
TOE1	10	3.091519329722263	0.9791874513952002	1.0	1.0
VAMP8	0	9.28867902397405	0.979316010727614	1.0	1.0
TUSC1	10	3.0794950610858565	0.9794908369439574	1.0	1.0
TBC1D2B	0	9.273377723211286	0.9795190972267871	1.0	1.0
DNAJC17	0	9.27167622428733	0.9795415902584531	1.0	1.0
SRSF7	0	9.265432772158318	0.9796239716101199	1.0	1.0
ERCC1	0	9.265010962318442	0.9796295285892241	1.0	1.0
C3orf33	10	3.0725501654013336	0.9796647423043421	1.0	1.0
SGMS1	10	3.0720356774909567	0.9796775870202943	1.0	1.0
SRSF4	0	9.261088679582786	0.9796811483784823	1.0	1.0
C10orf32	0	9.245697602719833	0.979882783815564	1.0	1.0
SAP18	0	9.245532234596164	0.9798849423115642	1.0	1.0
IARS2	0	9.245284656523882	0.979888173551239	1.0	1.0
CDKN2AIP	0	9.238067323248481	0.979982203475024	1.0	1.0
UNG	0	9.236707437412958	0.9799998845510354	1.0	1.0
SCYL1	0	9.235686086347162	0.9800131565396927	1.0	1.0
PCMTD2	0	9.23345926989693	0.9800420707074534	1.0	1.0
CAPN7	0	9.23324532597308	0.9800448470602265	1.0	1.0
GLTP	0	9.229722200392441	0.9800905261586531	1.0	1.0
RDH14	0	9.227630791069602	0.9801176061937232	1.0	1.0
PRPF4	0	9.222883126486456	0.9801789801668467	1.0	1.0
KANK1	0	9.222664131155444	0.980181807818854	1.0	1.0
ATE1	0	9.222047195079847	0.9801897720690109	1.0	1.0
C12orf66	0	9.221243505427875	0.9802001436816189	1.0	1.0
TBC1D9	10	3.0489425541868327	0.9802486844526189	1.0	1.0
NAA40	10	3.04857428516146	0.9802577056990113	1.0	1.0
TMEM104	0	9.214335729271161	0.9802891250159038	1.0	1.0
TMEM179B	0	9.214276266784378	0.9802898897010065	1.0	1.0
XPO6	0	9.213694823156724	0.9802973658995532	1.0	1.0
GNAQ	0	9.21169094114904	0.9803231159252317	1.0	1.0
TWF1	0	9.211176841560453	0.9803297181752901	1.0	1.0
TANGO6	0	9.20678628685792	0.9803860373054557	1.0	1.0
NFYC	0	9.205278051641445	0.9804053567217277	1.0	1.0
IRF3	0	9.205100505797212	0.9804076300417359	1.0	1.0
GTF3C2	0	9.204108307255943	0.9804203307312721	1.0	1.0
PPAT	0	9.202700748657456	0.9804383379318404	1.0	1.0
BAP1	0	9.201574243508666	0.980452740829974	1.0	1.0
EEF1G	0	9.20098543589211	0.9804602659261079	1.0	1.0
CEP250	10	3.0399633037780553	0.9804678749393017	1.0	1.0
CAMSAP1	0	9.199429364097817	0.9804801426842407	1.0	1.0
ATP13A3	0	9.197245318845832	0.9805080160282446	1.0	1.0
SSSCA1	0	9.197156032216792	0.9805091549074125	1.0	1.0
USP20	10	3.03811986482836	0.9805126766533129	1.0	1.0
MYL6	0	9.196680138971875	0.980515224255265	1.0	1.0
MBLAC1	0	9.194865756482685	0.9805383514680347	1.0	1.0
CCT3	0	9.193565530095285	0.9805549125840813	1.0	1.0
BBC3	10	3.0349883542807516	0.9805886283449301	1.0	1.0
PPP2R2D	0	9.188286013729519	0.9806220524342559	1.0	1.0
RBM33	0	9.185504015459292	0.9806573629254274	1.0	1.0
TRAPPC4	0	9.184626337166735	0.9806684930747182	1.0	1.0
H1FX	0	9.184083529808182	0.9806753742613014	1.0	1.0
C2orf47	0	9.178659296006867	0.9807440390380803	1.0	1.0
INTS9	0	9.177883427344106	0.9807538460558867	1.0	1.0
MED25	0	9.173465116665758	0.98080962404406	1.0	1.0
GCC2	0	9.17338932731935	0.9808105797963323	1.0	1.0
KPNA4	0	9.172522937558904	0.9808215030509467	1.0	1.0
ALG9	0	9.17086736123382	0.9808423635372056	1.0	1.0
EEFSEC	0	9.167101560024777	0.9808897512650311	1.0	1.0
SVIL	0	9.166204911286298	0.9809010217633939	1.0	1.0
TM9SF1	0	9.165455937268117	0.9809104323206174	1.0	1.0
CTDSP1	0	9.165299457607958	0.9809123979956647	1.0	1.0
PIP5K1C	0	9.16493176429061	0.980917016322968	1.0	1.0
MCRS1	0	9.164882985449259	0.9809176289368895	1.0	1.0
NBEAL2	0	9.164417533353213	0.9809234738296616	1.0	1.0
PRKCQ	0	9.150956207333053	0.981091947072025	1.0	1.0
KCNJ8	0	9.148383423264123	0.981124021846018	1.0	1.0
RFK	0	9.147756183328672	0.9811318355656324	1.0	1.0
ZKSCAN8	10	3.0115604351178527	0.9811506971061814	1.0	1.0
FBXL17	10	3.0102353049271096	0.9811821654052529	1.0	1.0
SSR3	0	9.142535182074084	0.9811967832051189	1.0	1.0
VPS26B	0	9.14198391840935	0.9812036311753393	1.0	1.0
PDP1	0	9.139703126131655	0.9812319444613609	1.0	1.0
RIPK3	10	3.007906287996461	0.9812373896330301	1.0	1.0
TXNDC5	0	9.139215802537633	0.9812379899393168	1.0	1.0
PLEKHF1	0	9.137530427170054	0.9812588868037572	1.0	1.0
UBE2A	0	9.136896534916934	0.9812667419758642	1.0	1.0
PLS3	0	9.132995721649692	0.9813150275915418	1.0	1.0
GTF2H4	0	9.132688663793141	0.9813188245803925	1.0	1.0
PRPF38A	0	9.130918266118186	0.9813407057697815	1.0	1.0
VARS	0	9.129860509709749	0.9813537701108292	1.0	1.0
AZI2	0	9.128565337995086	0.9813697576269261	1.0	1.0
MOB3C	10	3.0019194858433758	0.98137885588555	1.0	1.0
TNRC6B	0	9.125142607652938	0.9814119591846452	1.0	1.0
CABIN1	10	2.9997802307134727	0.9814292351918344	1.0	1.0
PSEN1	0	9.119417686027266	0.9814823894485275	1.0	1.0
NKIRAS1	0	9.119223639955395	0.9814847732436601	1.0	1.0
NUP62	0	9.118906111460946	0.9814886734958186	1.0	1.0
PLCB1	0	9.112289862544023	0.9815698048024885	1.0	1.0
DDX51	0	9.109639926331326	0.9816022261392366	1.0	1.0
ARHGEF12	0	9.109499751479378	0.9816039399781025	1.0	1.0
ASAP2	0	9.104189621449322	0.9816687776488169	1.0	1.0
GABPB1	0	9.103818124449305	0.9816733074058028	1.0	1.0
PIN1	0	9.099476258838306	0.9817261879393249	1.0	1.0
MAPK3	0	9.0967622521167	0.9817591854424642	1.0	1.0
PIKFYVE	0	9.09402769892174	0.9817923884596974	1.0	1.0
VAMP3	0	9.093206841186634	0.9818023466644712	1.0	1.0
CLCC1	0	9.093111824786282	0.9818034990938789	1.0	1.0
VPS8	0	9.08388901889516	0.9819151051021789	1.0	1.0
C18orf21	0	9.080630003868832	0.9819544221560407	1.0	1.0
CIZ1	0	9.080374735796585	0.9819574990771274	1.0	1.0
SMUG1	0	9.074967946366783	0.9820225802461436	1.0	1.0
ACTL6A	0	9.073325693526437	0.9820423137093216	1.0	1.0
VPS72	0	9.073288969738822	0.9820427548035939	1.0	1.0
SPPL2B	0	9.07270496039703	0.9820497683461701	1.0	1.0
ACTR1B	0	9.069714320807375	0.9820856522595076	1.0	1.0
DALRD3	10	2.9706829477174477	0.9821055866969759	1.0	1.0
PCBP2	0	9.064343507505363	0.9821499627511288	1.0	1.0
TEAD1	0	9.059173436037234	0.9822117089338642	1.0	1.0
GRSF1	0	9.05662840858014	0.9822420464065065	1.0	1.0
VCPIP1	0	9.056560838415031	0.9822428513433692	1.0	1.0
EIF5A;EIF5AL1	0	9.055471316254367	0.982255826686156	1.0	1.0
FBXO4	0	9.052888521533095	0.9822865578360377	1.0	1.0
POLR3E	0	9.052158150578117	0.9822952409783131	1.0	1.0
HSPA13	0	9.05128119038426	0.9823056627318956	1.0	1.0
DOLK	0	9.048730881275013	0.9823359448205707	1.0	1.0
PTPN11	0	9.046577753351228	0.9823614811031662	1.0	1.0
PDE4DIP	0	9.046157203885036	0.9823664656810728	1.0	1.0
SMG9	0	9.046022999979625	0.9823680561194256	1.0	1.0
C6orf47	0	9.043531074806346	0.9823975685130152	1.0	1.0
IGFBP4	10	2.957648490147887	0.9824032203775469	1.0	1.0
ITPRIPL2	10	2.9573413691242405	0.9824101935835912	1.0	1.0
KIF5B	0	9.040134167328453	0.982437740186078	1.0	1.0
FTSJ2	0	9.03865633027468	0.9824551959241525	1.0	1.0
C14orf119	0	9.035460753419093	0.982492897355156	1.0	1.0
EHBP1L1	0	9.033704026358635	0.9825135977874395	1.0	1.0
MKNK1	0	9.032969003387972	0.9825222535936505	1.0	1.0
CCT4	0	9.03105300006255	0.9825448020663194	1.0	1.0
DTX3L	0	9.0277029730972	0.9825841753220602	1.0	1.0
POP5	0	9.026343223732741	0.9826001379247206	1.0	1.0
BCL9L	10	2.9484672361148694	0.9826108936745167	1.0	1.0
TMEM50B	0	9.022780958285342	0.9826419055512969	1.0	1.0
WDR7	0	9.020001210992303	0.982674446765548	1.0	1.0
PTP4A2	0	9.01852158810236	0.9826917496733947	1.0	1.0
NGEF	0	9.012500577019392	0.9827620287965367	1.0	1.0
TRAPPC10	0	9.012064774763433	0.9827671074363618	1.0	1.0
DFFA	0	9.007463445710906	0.9828206619059834	1.0	1.0
TMCO4	0	9.005300304966296	0.9828457960466132	1.0	1.0
MRPL55	0	9.004259728562378	0.9828578771282648	1.0	1.0
FTSJ1	0	9.001778873129338	0.982886654512307	1.0	1.0
AP3S1	0	8.997272091193123	0.9829388409890268	1.0	1.0
GPI	0	8.993075276679848	0.9829873324939945	1.0	1.0
MTMR9	0	8.990525633161955	0.9830167422739235	1.0	1.0
FBXO22	0	8.990089059350561	0.9830217743257604	1.0	1.0
AAR2	0	8.988458253055942	0.9830405616460145	1.0	1.0
ERG	10	2.928281789222718	0.9830617600807151	1.0	1.0
MTPAP	0	8.98638528898096	0.9830644205816155	1.0	1.0
MAU2	10	2.9277129348247883	0.9830743527001158	1.0	1.0
NEDD4L	0	8.984664169847258	0.9830842110941206	1.0	1.0
APOB	0	8.98065082126018	0.9831302927639236	1.0	1.0
STAT6	0	8.98055618105503	0.983131378312128	1.0	1.0
TBC1D2	0	8.9796862226342	0.9831413545489571	1.0	1.0
SUPT20H	10	2.9210481608326595	0.983221427685654	1.0	1.0
TECPR1	0	8.971603970382724	0.9832338294886965	1.0	1.0
GMPR2	0	8.970036033891686	0.9832517259001684	1.0	1.0
AFF1	10	2.9193070454570083	0.9832597097104147	1.0	1.0
ANXA11	0	8.966925368170857	0.9832871892242013	1.0	1.0
PIGW	10	2.917943028151975	0.9832896599644466	1.0	1.0
MGME1	0	8.962762567097872	0.9833345606215519	1.0	1.0
XPA	0	8.96253551513228	0.9833371415459419	1.0	1.0
ZFYVE26	0	8.960348118343484	0.9833619907929091	1.0	1.0
NUP155	0	8.957132272331268	0.9833984736671116	1.0	1.0
STX12	0	8.956690722615047	0.9834034783037258	1.0	1.0
NFS1	0	8.948600204466706	0.9834949809660964	1.0	1.0
ITGB1	0	8.948360403325607	0.9834976873788169	1.0	1.0
FBXL12	0	8.946700996951224	0.9835164065640355	1.0	1.0
IMMP2L	10	2.907242886276075	0.9835233749581452	1.0	1.0
TYK2	0	8.945805875398428	0.9835264975952493	1.0	1.0
WIPF1	0	8.945179685994084	0.9835335541396086	1.0	1.0
NCOA7	0	8.94144714985235	0.9835755698095069	1.0	1.0
KPTN	10	2.9030171575746926	0.9836150733702661	1.0	1.0
TYW5	0	8.934008238185951	0.9836590700482806	1.0	1.0
GALNT4	0	8.932588001920356	0.983674976123109	1.0	1.0
SDCCAG3	10	2.8989390215832938	0.9837032470529007	1.0	1.0
ACO2	0	8.92971615223635	0.9837071046686117	1.0	1.0
RBM45	0	8.927824547636792	0.9837282412336952	1.0	1.0
TBL2	0	8.924809000069445	0.983761894623217	1.0	1.0
TMED8	0	8.923714455389712	0.983774096942488	1.0	1.0
COG5	0	8.92103427763709	0.9838039477184062	1.0	1.0
NUP88	0	8.918177230812535	0.9838357235950973	1.0	1.0
CIAPIN1	0	8.91373320270837	0.983885057976799	1.0	1.0
MIEF2	10	2.8895784217439915	0.9839044396713792	1.0	1.0
GATAD2A	0	8.911542305194882	0.9839093386479028	1.0	1.0
NGLY1	0	8.909260954308714	0.9839345929576072	1.0	1.0
ZDHHC6	0	8.908887825486257	0.983938720657866	1.0	1.0
MRPL37	0	8.908223283875905	0.9839460701370715	1.0	1.0
GPALPP1	0	8.905994648837638	0.9839706994745213	1.0	1.0
BRPF1	0	8.902862645665968	0.9840052648787755	1.0	1.0
PAPD5	0	8.901905423121164	0.9840158179465344	1.0	1.0
ARAP1	0	8.901575353741945	0.9840194556575979	1.0	1.0
BLOC1S2	0	8.899124048502976	0.9840464524194406	1.0	1.0
RAB6B	10	2.8811949043225287	0.9840832233077429	1.0	1.0
FLVCR2	0	8.895647444919545	0.9840846830295036	1.0	1.0
ZNF638	0	8.879612637417425	0.9842601320006974	1.0	1.0
RBM41	10	2.87245906746167	0.9842681091498108	1.0	1.0
ARFIP2	0	8.878045065627939	0.9842772066750554	1.0	1.0
GAK	0	8.876218686263277	0.9842970830582927	1.0	1.0
AAMP	0	8.874830216559694	0.9843121812174794	1.0	1.0
RABL3	0	8.870193717799582	0.984362520273483	1.0	1.0
CCDC88A	0	8.869853802706906	0.9843662060527351	1.0	1.0
MGEA5	0	8.86945668219456	0.98437051130716	1.0	1.0
PPP6R1	0	8.868804331490656	0.9843775816477829	1.0	1.0
KHDRBS1	0	8.866611104536654	0.9844013349867118	1.0	1.0
FKBP8	0	8.864769413223817	0.984421260369287	1.0	1.0
BACH1	0	8.86318238612313	0.984438415362442	1.0	1.0
MIB2	10	2.8622376079702128	0.9844826141056828	1.0	1.0
RAB39A	0	8.85903662793952	0.9844831628314642	1.0	1.0
PEX5	0	8.85726492882269	0.984502256597701	1.0	1.0
TUBB3	10	2.8599597151346003	0.9845301502283087	1.0	1.0
ORC2	0	8.85368969950992	0.9845407340452914	1.0	1.0
SFPQ	0	8.852707746201379	0.9845512896249833	1.0	1.0
ZBTB48	10	2.8577087012064424	0.9845770299377541	1.0	1.0
DDHD2	0	8.849742305863696	0.9845831343549285	1.0	1.0
USP16	0	8.849297575898735	0.9845879059323426	1.0	1.0
NRP2	0	8.842747126967964	0.9846580597223631	1.0	1.0
BLOC1S5	0	8.842434551983814	0.9846614013864775	1.0	1.0
CASP7	0	8.842299190873186	0.9846628483317964	1.0	1.0
MED30	0	8.842130909312731	0.9846646470395095	1.0	1.0
OSBPL8	0	8.84145276103623	0.9846718939608223	1.0	1.0
ARFIP1	0	8.840438935495602	0.9846827232965353	1.0	1.0
MECR	0	8.832211236653862	0.984770398571898	1.0	1.0
RCC1	0	8.82609673912956	0.9848353133059325	1.0	1.0
TNRC6A	10	2.842305528611984	0.984895275933034	1.0	1.0
ZDHHC18	10	2.8415322041947224	0.9849111369988137	1.0	1.0
HDDC2	0	8.817074659881248	0.9849307204286698	1.0	1.0
TRIOBP	0	8.816728215180829	0.9849343751055473	1.0	1.0
NANS	0	8.813153133710006	0.9849720504721717	1.0	1.0
ARMC10	0	8.808280390039242	0.9850232880946815	1.0	1.0
PTCD3	0	8.805557520053652	0.9850518628014242	1.0	1.0
FKBP14	0	8.80051287709173	0.9851046957266053	1.0	1.0
PPP1CC	0	8.800100492521741	0.9851090085072278	1.0	1.0
CLCN3	0	8.799843994804888	0.9851116905305013	1.0	1.0
FBXO45	0	8.799338942553826	0.9851169704694799	1.0	1.0
SHROOM1	0	8.79887858272925	0.9851217819685851	1.0	1.0
EXOSC3	0	8.795519484226219	0.9851568548982513	1.0	1.0
SCAI	0	8.792506173874642	0.985188264984637	1.0	1.0
DPP8	0	8.789212328730551	0.9852225426573168	1.0	1.0
ALDH1L2	10	2.823615738236574	0.9852754985004891	1.0	1.0
PIK3R2	10	2.823554879373963	0.9852767260315963	1.0	1.0
TBC1D7	0	8.780127509974918	0.9853167784109638	1.0	1.0
ELAVL1	0	8.779929952744052	0.9853188226626273	1.0	1.0
PRMT5	0	8.779710736328248	0.9853210907876162	1.0	1.0
KDM5C	0	8.778597340240855	0.9853326065222952	1.0	1.0
FAM73A	0	8.778173877280466	0.9853369845863689	1.0	1.0
DCP1A	0	8.76957588535514	0.9854256663795417	1.0	1.0
RAB11FIP5	0	8.7695239804109	0.9854262005230005	1.0	1.0
ATP6V1F	0	8.757479365295643	0.9855497552070184	1.0	1.0
NAGPA	10	2.806710517102598	0.9856138520740259	1.0	1.0
SART3	0	8.74554296835139	0.985671427484589	1.0	1.0
IPO7	0	8.744734161239894	0.9856796442240986	1.0	1.0
CAB39L	0	8.743874178976482	0.9856883769994339	1.0	1.0
AIMP1	0	8.743459005318995	0.9856925914991206	1.0	1.0
ZMAT2	0	8.742344564152203	0.985703899805255	1.0	1.0
NOL9	0	8.741932850712	0.9857080758004648	1.0	1.0
TRPT1	0	8.741657790580524	0.9857108652186372	1.0	1.0
TMEM161A	0	8.739499666918617	0.9857327369164093	1.0	1.0
CHCHD6	0	8.738449033672083	0.9857433756067066	1.0	1.0
OSBPL9	0	8.736988158074944	0.9857581585615641	1.0	1.0
SERPIND1	0	8.728408083950358	0.9858447516025373	1.0	1.0
CARS	0	8.72665549411026	0.9858623908809575	1.0	1.0
AMDHD2	0	8.724635725082033	0.9858826988734075	1.0	1.0
MORF4L1	0	8.724546434526456	0.9858835961521552	1.0	1.0
KAT6A	10	2.791790054719879	0.9859081179688226	1.0	1.0
EMC7	0	8.717544748766665	0.9859538234236923	1.0	1.0
SLC5A6	0	8.7142132069282	0.9859871471811416	1.0	1.0
GSK3B	0	8.712303676314015	0.9860062206189699	1.0	1.0
STYX	0	8.706032056900275	0.9860687285328114	1.0	1.0
DNTTIP1	0	8.701436327511958	0.9861144005539577	1.0	1.0
ATP1A2	0	8.698033530144164	0.986148145122529	1.0	1.0
PARP9	0	8.693913090640564	0.9861889242355821	1.0	1.0
TMEM128	0	8.693788305044528	0.9861901578100583	1.0	1.0
NOA1	0	8.688939897155006	0.9862380232429969	1.0	1.0
G3BP2	0	8.688814280892561	0.9862392617260708	1.0	1.0
FNIP1	10	2.7722228851320736	0.9862878671228636	1.0	1.0
MED14	0	8.683532325436886	0.9862912624838479	1.0	1.0
BAG5	0	8.674999561671015	0.9863749566650656	1.0	1.0
TMEM9	0	8.674337855871682	0.9863814310371759	1.0	1.0
SAP30	0	8.665955302292378	0.9864632498388084	1.0	1.0
IQGAP3	0	8.662371796459448	0.9864981145226179	1.0	1.0
NAA15	0	8.661958380675078	0.9865021324022694	1.0	1.0
NMT2	0	8.65399162745972	0.9865793844741126	1.0	1.0
GATA6	10	2.755694156136191	0.986603236996327	1.0	1.0
SREK1	0	8.645557252866942	0.9866608096124738	1.0	1.0
GDPGP1	0	8.644863483344354	0.9866674907243038	1.0	1.0
ADSL	0	8.643939665147068	0.9866763833492941	1.0	1.0
SFXN3	0	8.640711162206925	0.9867074258461037	1.0	1.0
PRPF4B	0	8.638941292451625	0.9867244203686983	1.0	1.0
PRKCI	0	8.638410406494096	0.9867295148295232	1.0	1.0
RMDN3	0	8.638372147886853	0.9867298819082179	1.0	1.0
COG3	0	8.637929523899933	0.9867341281858419	1.0	1.0
RBM25	0	8.636316188076426	0.9867495969732931	1.0	1.0
AGO2	0	8.635813643787072	0.9867544126438414	1.0	1.0
TTYH3	0	8.626640990536387	0.986842080027333	1.0	1.0
KIAA0196	0	8.624560292252092	0.9868619055603983	1.0	1.0
CUEDC2	0	8.623987945124034	0.9868673551294088	1.0	1.0
PGM3	0	8.623462063799836	0.986872360782639	1.0	1.0
RXRB	0	8.623364254294506	0.9868732916342311	1.0	1.0
TMED5	0	8.619530589409077	0.986909737589609	1.0	1.0
POLR2L	0	8.614792709046467	0.986954674835743	1.0	1.0
PSME1	0	8.611145541644154	0.9869891881195014	1.0	1.0
APBA3	0	8.604116618907018	0.9870555097817464	1.0	1.0
NUMA1	0	8.600991057679746	0.9870849194966874	1.0	1.0
ZC3H18	0	8.60084886223622	0.9870862562793585	1.0	1.0
KIAA0319L	0	8.595566946507011	0.987135838151776	1.0	1.0
YY1	0	8.593674986387809	0.987153563359211	1.0	1.0
TJP2	0	8.583633048423525	0.9872473364691465	1.0	1.0
PPIP5K1	0	8.582634091465618	0.9872566366813011	1.0	1.0
ZMYND11	0	8.582065095089494	0.987261931715712	1.0	1.0
RNF130	0	8.58119651435446	0.9872700114707208	1.0	1.0
SIL1	0	8.580008808226248	0.9872810535775451	1.0	1.0
HADHA	0	8.578917471074789	0.9872911933969202	1.0	1.0
LRRC59	0	8.57792886094751	0.9873003735165059	1.0	1.0
TBC1D22A	0	8.57337369347064	0.987342607925822	1.0	1.0
LRPPRC	0	8.570958847502768	0.9873649549390234	1.0	1.0
SSH2	10	2.711645211595094	0.987419750527007	1.0	1.0
PRKCH	0	8.563928942586458	0.9874298409746555	1.0	1.0
AGAP2	10	2.7038944415331447	0.9875598531638193	1.0	1.0
PDDC1	0	8.541748873715173	0.9876329217344534	1.0	1.0
EWSR1	0	8.54090578132724	0.9876405920778566	1.0	1.0
LCHN	0	8.540660739991589	0.9876428207600818	1.0	1.0
EIF2S2	0	8.540398758547775	0.9876452031802609	1.0	1.0
PFKFB2	0	8.539172675714989	0.9876563484011615	1.0	1.0
FAM186A	0	8.538140447513078	0.9876657255958671	1.0	1.0
TXNDC2	0	8.538023787715042	0.987666785045227	1.0	1.0
ATP7A	0	8.53479004987438	0.9876961250801266	1.0	1.0
RUSC2	10	2.6938145395532307	0.9877404727847928	1.0	1.0
TTC26	0	8.522692495156202	0.987805421746833	1.0	1.0
EXOSC9	0	8.514938868966334	0.9878750872447797	1.0	1.0
POM121C	0	8.51413117503964	0.987882327009747	1.0	1.0
PDP2	0	8.502112704498964	0.9879896702864173	1.0	1.0
MTMR4	10	2.679703169396736	0.9879903357980931	1.0	1.0
WDR82	0	8.50149740303362	0.9879951465170723	1.0	1.0
GSPT1	0	8.501430961891735	0.9879957377357855	1.0	1.0
CCAR2	0	8.497231866718467	0.9880330583942892	1.0	1.0
GPS1	0	8.484785557772073	0.9881431647985434	1.0	1.0
SEC61B	0	8.484661401080652	0.9881442592892669	1.0	1.0
PRKD2	0	8.481613434246457	0.9881711044441486	1.0	1.0
PIGM	10	2.66920296454819	0.9881740011491681	1.0	1.0
PRKRA	0	8.477203374736412	0.9882098651222779	1.0	1.0
ZFPM1	10	2.663016246118251	0.9882813192769104	1.0	1.0
WDR91	0	8.467376290654071	0.9882958921450843	1.0	1.0
